i	sum_f	sum_d	real	error_f	error_d
4250000	0.409486	0.425	0.425	0.0365043	-2.3532e-07
4260000	0.41038	0.426	0.426	0.0366673	-2.34768e-07
4270000	0.411274	0.427	0.427	0.0368295	-2.34218e-07
4280000	0.412168	0.428	0.428	0.0369909	-2.33671e-07
4290000	0.413062	0.429	0.429	0.0371516	-2.33127e-07
4300000	0.413956	0.43	0.43	0.0373116	-2.32584e-07
4310000	0.41485	0.431	0.431	0.0374708	-2.32045e-07
4320000	0.415744	0.432	0.432	0.0376293	-2.31508e-07
4330000	0.416638	0.433	0.433	0.037787	-2.30973e-07
4340000	0.417532	0.434	0.434	0.037944	-2.30441e-07
4350000	0.418426	0.435	0.435	0.0381003	-2.29911e-07
4360000	0.41932	0.436	0.436	0.0382559	-2.29384e-07
4370000	0.420215	0.437	0.437	0.0384107	-2.28859e-07
4380000	0.421109	0.438	0.438	0.0385649	-2.28337e-07
4390000	0.422003	0.439	0.439	0.0387184	-2.27817e-07
4400000	0.422897	0.44	0.44	0.0388711	-2.27299e-07
4410000	0.423791	0.441	0.441	0.0390232	-2.26784e-07
4420000	0.424685	0.442	0.442	0.0391745	-2.26271e-07
4430000	0.425579	0.443	0.443	0.0393252	-2.2576e-07
4440000	0.426473	0.444	0.444	0.0394752	-2.25252e-07
4450000	0.427367	0.445	0.445	0.0396246	-2.24746e-07
4460000	0.428261	0.446	0.446	0.0397732	-2.24242e-07
4470000	0.429155	0.447	0.447	0.0399213	-2.2374e-07
4480000	0.430049	0.448	0.448	0.0400686	-2.23241e-07
4490000	0.430943	0.449	0.449	0.0402153	-2.22744e-07
4500000	0.431837	0.45	0.45	0.0403613	-2.22249e-07
4510000	0.432731	0.451	0.451	0.0405067	-2.21756e-07
4520000	0.433626	0.452	0.452	0.0406514	-2.21265e-07
4530000	0.43452	0.453	0.453	0.0407955	-2.20777e-07
4540000	0.435414	0.454	0.454	0.040939	-2.20291e-07
4550000	0.436308	0.455	0.455	0.0410819	-2.19807e-07
4560000	0.437202	0.456	0.456	0.0412241	-2.19325e-07
4570000	0.438096	0.457	0.457	0.0413657	-2.18845e-07
4580000	0.43899	0.458	0.458	0.0415066	-2.18367e-07
4590000	0.439884	0.459	0.459	0.041647	-2.17891e-07
4600000	0.440778	0.46	0.46	0.0417867	-2.17418e-07
4610000	0.441672	0.461	0.461	0.0419259	-2.16946e-07
4620000	0.442566	0.462	0.462	0.0420644	-2.16477e-07
4630000	0.44346	0.463	0.463	0.0422023	-2.16009e-07
4640000	0.444354	0.464	0.464	0.0423397	-2.15544e-07
4650000	0.445248	0.465	0.465	0.0424764	-2.1508e-07
4660000	0.446143	0.466	0.466	0.0426126	-2.14619e-07
4670000	0.447037	0.467	0.467	0.0427482	-2.14159e-07
4680000	0.447931	0.468	0.468	0.0428832	-2.13702e-07
4690000	0.448825	0.469	0.469	0.0430176	-2.13246e-07
4700000	0.449719	0.47	0.47	0.0431515	-2.12793e-07
4710000	0.450613	0.471	0.471	0.0432848	-2.12341e-07
4720000	0.451507	0.472	0.472	0.0434175	-2.11891e-07
4730000	0.452401	0.473	0.473	0.0435497	-2.11443e-07
4740000	0.453295	0.474	0.474	0.0436813	-2.10997e-07
4750000	0.454189	0.475	0.475	0.0438123	-2.10553e-07
4760000	0.455083	0.476	0.476	0.0439428	-2.10111e-07
4770000	0.455977	0.477	0.477	0.0440728	-2.0967e-07
4780000	0.456871	0.478	0.478	0.0442022	-2.09232e-07
4790000	0.457765	0.479	0.479	0.044331	-2.08795e-07
4800000	0.458659	0.48	0.48	0.0444594	-2.0836e-07
4810000	0.459554	0.481	0.481	0.0445872	-2.07927e-07
4820000	0.460448	0.482	0.482	0.0447144	-2.07495e-07
4830000	0.461342	0.483	0.483	0.0448412	-2.07066e-07
4840000	0.462236	0.484	0.484	0.0449674	-2.06638e-07
4850000	0.46313	0.485	0.485	0.0450931	-2.06212e-07
4860000	0.464024	0.486	0.486	0.0452183	-2.05788e-07
4870000	0.464918	0.487	0.487	0.0453429	-2.05365e-07
4880000	0.465812	0.488	0.488	0.0454671	-2.04945e-07
4890000	0.466706	0.489	0.489	0.0455907	-2.04526e-07
4900000	0.4676	0.49	0.49	0.0457139	-2.04108e-07
4910000	0.468494	0.491	0.491	0.0458365	-2.03693e-07
4920000	0.469388	0.492	0.492	0.0459587	-2.03279e-07
4930000	0.470282	0.493	0.493	0.0460803	-2.02866e-07
4940000	0.471176	0.494	0.494	0.0462015	-2.02456e-07
4950000	0.472071	0.495	0.495	0.0463221	-2.02047e-07
4960000	0.472965	0.496	0.496	0.0464423	-2.0164e-07
4970000	0.473859	0.497	0.497	0.046562	-2.01234e-07
4980000	0.474753	0.498	0.498	0.0466812	-2.0083e-07
4990000	0.475647	0.499	0.499	0.0468	-2.00427e-07
5000000	0.476541	0.5	0.5	0.0469182	-2.00027e-07
5010000	0.477435	0.501	0.501	0.047036	-1.99626e-07
5020000	0.478329	0.502	0.502	0.0471533	-1.99228e-07
5030000	0.479223	0.503	0.503	0.0472702	-1.98831e-07
5040000	0.480117	0.504	0.504	0.0473866	-1.98435e-07
5050000	0.481011	0.505	0.505	0.0475025	-1.98041e-07
5060000	0.481905	0.506	0.506	0.047618	-1.97649e-07
5070000	0.482799	0.507	0.507	0.047733	-1.97258e-07
5080000	0.483693	0.508	0.508	0.0478475	-1.96868e-07
5090000	0.484588	0.509	0.509	0.0479616	-1.96481e-07
5100000	0.485482	0.51	0.51	0.0480753	-1.96094e-07
5110000	0.486376	0.511	0.511	0.0481885	-1.9571e-07
5120000	0.48727	0.512	0.512	0.0483013	-1.95326e-07
5130000	0.488164	0.513	0.513	0.0484136	-1.94944e-07
5140000	0.489058	0.514	0.514	0.0485255	-1.94564e-07
5150000	0.489952	0.515	0.515	0.048637	-1.94185e-07
5160000	0.490846	0.516	0.516	0.048748	-1.93808e-07
5170000	0.49174	0.517	0.517	0.0488587	-1.93432e-07
5180000	0.492634	0.518	0.518	0.0489688	-1.93058e-07
5190000	0.493528	0.519	0.519	0.0490786	-1.92685e-07
5200000	0.494422	0.52	0.52	0.0491879	-1.92313e-07
5210000	0.495316	0.521	0.521	0.0492968	-1.91943e-07
5220000	0.49621	0.522	0.522	0.0494053	-1.91574e-07
5230000	0.497104	0.523	0.523	0.0495134	-1.91207e-07
5240000	0.497999	0.524	0.524	0.0496211	-1.90841e-07
5250000	0.498893	0.525	0.525	0.0497283	-1.90477e-07
5260000	0.499787	0.526	0.526	0.0498352	-1.90113e-07
5270000	0.500908	0.527	0.527	0.049511	-1.89752e-07
5280000	0.5021	0.528	0.528	0.0490534	-1.89391e-07
5290000	0.503292	0.529	0.529	0.0485975	-1.89032e-07
5300000	0.504484	0.53	0.53	0.0481434	-1.88675e-07
5310000	0.505676	0.531	0.531	0.047691	-1.88318e-07
5320000	0.506868	0.532	0.532	0.0472403	-1.87963e-07
5330000	0.50806	0.533	0.533	0.0467912	-1.8761e-07
5340000	0.509252	0.534	0.534	0.0463439	-1.87257e-07
5350000	0.510444	0.535	0.535	0.0458982	-1.86906e-07
5360000	0.511637	0.536	0.536	0.0454542	-1.86557e-07
5370000	0.512829	0.537	0.537	0.0450118	-1.86208e-07
5380000	0.514021	0.538	0.538	0.0445711	-1.85861e-07
5390000	0.515213	0.539	0.539	0.044132	-1.85515e-07
5400000	0.516405	0.54	0.54	0.0436946	-1.85171e-07
5410000	0.517597	0.541	0.541	0.0432587	-1.84828e-07
5420000	0.518789	0.542	0.542	0.0428245	-1.84486e-07
5430000	0.519981	0.543	0.543	0.0423919	-1.84145e-07
5440000	0.521173	0.544	0.544	0.0419608	-1.83805e-07
5450000	0.522365	0.545	0.545	0.0415314	-1.83467e-07
5460000	0.523557	0.546	0.546	0.0411035	-1.8313e-07
5470000	0.52475	0.547	0.547	0.0406772	-1.82795e-07
5480000	0.525942	0.548	0.548	0.0402524	-1.8246e-07
5490000	0.527134	0.549	0.549	0.0398292	-1.82127e-07
5500000	0.528326	0.55	0.55	0.0394075	-1.81795e-07
5510000	0.529518	0.551	0.551	0.0389874	-1.81464e-07
5520000	0.53071	0.552	0.552	0.0385688	-1.81134e-07
5530000	0.531902	0.553	0.553	0.0381517	-1.80806e-07
5540000	0.533094	0.554	0.554	0.0377361	-1.80478e-07
5550000	0.534286	0.555	0.555	0.0373219	-1.80152e-07
5560000	0.535478	0.556	0.556	0.0369093	-1.79827e-07
5570000	0.536671	0.557	0.557	0.0364982	-1.79503e-07
5580000	0.537863	0.558	0.558	0.0360885	-1.79181e-07
5590000	0.539055	0.559	0.559	0.0356803	-1.78859e-07
5600000	0.540247	0.56	0.56	0.0352736	-1.78539e-07
5610000	0.541439	0.561	0.561	0.0348683	-1.7822e-07
5620000	0.542631	0.562	0.562	0.0344645	-1.77902e-07
5630000	0.543823	0.563	0.563	0.0340621	-1.77585e-07
5640000	0.545015	0.564	0.564	0.0336611	-1.77269e-07
5650000	0.546207	0.565	0.565	0.0332615	-1.76954e-07
5660000	0.547399	0.566	0.566	0.0328634	-1.76641e-07
5670000	0.548591	0.567	0.567	0.0324666	-1.76328e-07
5680000	0.549784	0.568	0.568	0.0320713	-1.76017e-07
5690000	0.550976	0.569	0.569	0.0316773	-1.75707e-07
5700000	0.552168	0.57	0.57	0.0312847	-1.75397e-07
5710000	0.55336	0.571	0.571	0.0308935	-1.75089e-07
5720000	0.554552	0.572	0.572	0.0305037	-1.74782e-07
5730000	0.555744	0.573	0.573	0.0301152	-1.74476e-07
5740000	0.556936	0.574	0.574	0.0297281	-1.74171e-07
5750000	0.558128	0.575	0.575	0.0293423	-1.73868e-07
5760000	0.55932	0.576	0.576	0.0289579	-1.73565e-07
5770000	0.560512	0.577	0.577	0.0285748	-1.73263e-07
5780000	0.561704	0.578	0.578	0.028193	-1.72962e-07
5790000	0.562897	0.579	0.579	0.0278125	-1.72663e-07
5800000	0.564089	0.58	0.58	0.0274334	-1.72364e-07
5810000	0.565281	0.581	0.581	0.0270555	-1.72067e-07
5820000	0.566473	0.582	0.582	0.026679	-1.7177e-07
5830000	0.567665	0.583	0.583	0.0263037	-1.71475e-07
5840000	0.568857	0.584	0.584	0.0259298	-1.7118e-07
5850000	0.570049	0.585	0.585	0.0255571	-1.70887e-07
5860000	0.571241	0.586	0.586	0.0251857	-1.70594e-07
5870000	0.572433	0.587	0.587	0.0248155	-1.70302e-07
5880000	0.573625	0.588	0.588	0.0244466	-1.70012e-07
5890000	0.574817	0.589	0.589	0.024079	-1.69722e-07
5900000	0.57601	0.59	0.59	0.0237126	-1.69434e-07
5910000	0.577202	0.591	0.591	0.0233474	-1.69146e-07
5920000	0.578394	0.592	0.592	0.0229835	-1.6886e-07
5930000	0.579586	0.593	0.593	0.0226208	-1.68574e-07
5940000	0.580778	0.594	0.594	0.0222594	-1.68289e-07
5950000	0.58197	0.595	0.595	0.0218991	-1.68006e-07
5960000	0.583162	0.596	0.596	0.0215401	-1.67723e-07
5970000	0.584354	0.597	0.597	0.0211822	-1.67441e-07
5980000	0.585546	0.598	0.598	0.0208256	-1.6716e-07
5990000	0.586738	0.599	0.599	0.0204701	-1.6688e-07
6000000	0.587931	0.6	0.6	0.0201158	-1.66601e-07
6010000	0.589123	0.601	0.601	0.0197627	-1.66323e-07
6020000	0.590315	0.602	0.602	0.0194108	-1.66046e-07
6030000	0.591507	0.603	0.603	0.0190601	-1.6577e-07
6040000	0.592699	0.604	0.604	0.0187105	-1.65494e-07
6050000	0.593891	0.605	0.605	0.018362	-1.6522e-07
6060000	0.595083	0.606	0.606	0.0180148	-1.64946e-07
6070000	0.596275	0.607	0.607	0.0176686	-1.64674e-07
6080000	0.597467	0.608	0.608	0.0173236	-1.64402e-07
6090000	0.598659	0.609	0.609	0.0169797	-1.64131e-07
6100000	0.599851	0.61	0.61	0.016637	-1.63861e-07
6110000	0.601044	0.611	0.611	0.0162954	-1.63592e-07
6120000	0.602236	0.612	0.612	0.0159549	-1.63324e-07
6130000	0.603428	0.613	0.613	0.0156155	-1.63057e-07
6140000	0.60462	0.614	0.614	0.0152772	-1.6279e-07
6150000	0.605812	0.615	0.615	0.01494	-1.62525e-07
6160000	0.607004	0.616	0.616	0.0146039	-1.6226e-07
6170000	0.608196	0.617	0.617	0.0142689	-1.61996e-07
6180000	0.609388	0.618	0.618	0.013935	-1.61733e-07
6190000	0.61058	0.619	0.619	0.0136022	-1.61471e-07
6200000	0.611772	0.62	0.62	0.0132704	-1.6121e-07
6210000	0.612964	0.621	0.621	0.0129397	-1.6095e-07
6220000	0.614157	0.622	0.622	0.0126101	-1.6069e-07
6230000	0.615349	0.623	0.623	0.0122815	-1.60431e-07
6240000	0.616541	0.624	0.624	0.011954	-1.60173e-07
6250000	0.617733	0.625	0.625	0.0116275	-1.59916e-07
6260000	0.618925	0.626	0.626	0.0113021	-1.5966e-07
6270000	0.620117	0.627	0.627	0.0109777	-1.59404e-07
6280000	0.621309	0.628	0.628	0.0106543	-1.5915e-07
6290000	0.622501	0.629	0.629	0.010332	-1.58896e-07
6300000	0.623693	0.63	0.63	0.0100107	-1.58643e-07
6310000	0.624885	0.631	0.631	0.00969036	-1.5839e-07
6320000	0.626077	0.632	0.632	0.00937109	-1.58139e-07
6330000	0.62727	0.633	0.633	0.00905282	-1.57888e-07
6340000	0.628462	0.634	0.634	0.00873555	-1.57639e-07
6350000	0.629654	0.635	0.635	0.00841929	-1.57389e-07
6360000	0.630846	0.636	0.636	0.00810402	-1.57141e-07
6370000	0.632038	0.637	0.637	0.00778974	-1.56894e-07
6380000	0.63323	0.638	0.638	0.00747644	-1.56647e-07
6390000	0.634422	0.639	0.639	0.00716413	-1.56401e-07
6400000	0.635614	0.64	0.64	0.00685279	-1.56156e-07
6410000	0.636806	0.641	0.641	0.00654242	-1.55911e-07
6420000	0.637998	0.642	0.642	0.00623302	-1.55668e-07
6430000	0.63919	0.643	0.643	0.00592458	-1.55425e-07
6440000	0.640383	0.644	0.644	0.0056171	-1.55183e-07
6450000	0.641575	0.645	0.645	0.00531057	-1.54941e-07
6460000	0.642767	0.646	0.646	0.00500499	-1.547e-07
6470000	0.643959	0.647	0.647	0.00470036	-1.54461e-07
6480000	0.645151	0.648	0.648	0.00439667	-1.54221e-07
6490000	0.646343	0.649	0.649	0.00409391	-1.53983e-07
6500000	0.647535	0.65	0.65	0.00379208	-1.53745e-07
6510000	0.648727	0.651	0.651	0.00349119	-1.53508e-07
6520000	0.649919	0.652	0.652	0.00319121	-1.53272e-07
6530000	0.651111	0.653	0.653	0.00289215	-1.53036e-07
6540000	0.652304	0.654	0.654	0.00259401	-1.52802e-07
6550000	0.653496	0.655	0.655	0.00229678	-1.52568e-07
6560000	0.654688	0.656	0.656	0.00200045	-1.52334e-07
6570000	0.65588	0.657	0.657	0.00170503	-1.52102e-07
6580000	0.657072	0.658	0.658	0.0014105	-1.5187e-07
6590000	0.658264	0.659	0.659	0.00111687	-1.51638e-07
6600000	0.659456	0.66	0.66	0.00082413	-1.51408e-07
6610000	0.660648	0.661	0.661	0.000532274	-1.51178e-07
6620000	0.66184	0.662	0.662	0.000241299	-1.50949e-07
6630000	0.663032	0.663	0.663	-4.87978e-05	-1.5072e-07
6640000	0.664224	0.664	0.664	-0.000338021	-1.50493e-07
6650000	0.665417	0.665	0.665	-0.000626374	-1.50265e-07
6660000	0.666609	0.666	0.666	-0.000913861	-1.50039e-07
6670000	0.667801	0.667	0.667	-0.00120049	-1.49813e-07
6680000	0.668993	0.668	0.668	-0.00148625	-1.49588e-07
6690000	0.670185	0.669	0.669	-0.00177117	-1.49364e-07
6700000	0.671377	0.67	0.67	-0.00205523	-1.4914e-07
6710000	0.672569	0.671	0.671	-0.00233844	-1.48917e-07
6720000	0.673761	0.672	0.672	-0.00262082	-1.48695e-07
6730000	0.674953	0.673	0.673	-0.00290235	-1.48473e-07
6740000	0.676145	0.674	0.674	-0.00318305	-1.48252e-07
6750000	0.677337	0.675	0.675	-0.00346292	-1.48031e-07
6760000	0.67853	0.676	0.676	-0.00374195	-1.47812e-07
6770000	0.679722	0.677	0.677	-0.00402017	-1.47593e-07
6780000	0.680914	0.678	0.678	-0.00429756	-1.47374e-07
6790000	0.682106	0.679	0.679	-0.00457414	-1.47156e-07
6800000	0.683298	0.68	0.68	-0.0048499	-1.46939e-07
6810000	0.68449	0.681	0.681	-0.00512485	-1.46723e-07
6820000	0.685682	0.682	0.682	-0.005399	-1.46507e-07
6830000	0.686874	0.683	0.683	-0.00567234	-1.46291e-07
6840000	0.688066	0.684	0.684	-0.00594489	-1.46077e-07
6850000	0.689258	0.685	0.685	-0.00621664	-1.45863e-07
6860000	0.69045	0.686	0.686	-0.00648759	-1.45649e-07
6870000	0.691643	0.687	0.687	-0.00675776	-1.45437e-07
6880000	0.692835	0.688	0.688	-0.00702714	-1.45224e-07
6890000	0.694027	0.689	0.689	-0.00729574	-1.45013e-07
6900000	0.695219	0.69	0.69	-0.00756357	-1.44802e-07
6910000	0.696411	0.691	0.691	-0.00783061	-1.44592e-07
6920000	0.697603	0.692	0.692	-0.00809689	-1.44382e-07
6930000	0.698795	0.693	0.693	-0.0083624	-1.44173e-07
6940000	0.699987	0.694	0.694	-0.00862714	-1.43964e-07
6950000	0.701179	0.695	0.695	-0.00889112	-1.43756e-07
6960000	0.702371	0.696	0.696	-0.00915434	-1.43549e-07
6970000	0.703564	0.697	0.697	-0.0094168	-1.43342e-07
6980000	0.704756	0.698	0.698	-0.00967852	-1.43136e-07
6990000	0.705948	0.699	0.699	-0.00993948	-1.42931e-07
7000000	0.70714	0.7	0.7	-0.0101997	-1.42726e-07
7010000	0.708332	0.701	0.701	-0.0104592	-1.42521e-07
7020000	0.709524	0.702	0.702	-0.0107179	-1.42318e-07
7030000	0.710716	0.703	0.703	-0.0109759	-1.42115e-07
7040000	0.711908	0.704	0.704	-0.0112332	-1.41912e-07
7050000	0.7131	0.705	0.705	-0.0114897	-1.4171e-07
7060000	0.714292	0.706	0.706	-0.0117455	-1.41508e-07
7070000	0.715484	0.707	0.707	-0.0120006	-1.41307e-07
7080000	0.716677	0.708	0.708	-0.012255	-1.41107e-07
7090000	0.717869	0.709	0.709	-0.0125086	-1.40907e-07
7100000	0.719061	0.71	0.71	-0.0127616	-1.40708e-07
7110000	0.720253	0.711	0.711	-0.0130138	-1.4051e-07
7120000	0.721445	0.712	0.712	-0.0132653	-1.40311e-07
7130000	0.722637	0.713	0.713	-0.0135161	-1.40114e-07
7140000	0.723829	0.714	0.714	-0.0137662	-1.39917e-07
7150000	0.725021	0.715	0.715	-0.0140156	-1.39721e-07
7160000	0.726213	0.716	0.716	-0.0142644	-1.39525e-07
7170000	0.727405	0.717	0.717	-0.0145124	-1.39329e-07
7180000	0.728597	0.718	0.718	-0.0147597	-1.39135e-07
7190000	0.72979	0.719	0.719	-0.0150063	-1.3894e-07
7200000	0.730982	0.72	0.72	-0.0152523	-1.38747e-07
7210000	0.732174	0.721	0.721	-0.0154976	-1.38553e-07
7220000	0.733366	0.722	0.722	-0.0157422	-1.38361e-07
7230000	0.734558	0.723	0.723	-0.0159861	-1.38169e-07
7240000	0.73575	0.724	0.724	-0.0162293	-1.37977e-07
7250000	0.736942	0.725	0.725	-0.0164719	-1.37786e-07
7260000	0.738134	0.726	0.726	-0.0167138	-1.37596e-07
7270000	0.739326	0.727	0.727	-0.016955	-1.37406e-07
7280000	0.740518	0.728	0.728	-0.0171956	-1.37216e-07
7290000	0.74171	0.729	0.729	-0.0174355	-1.37027e-07
7300000	0.742903	0.73	0.73	-0.0176748	-1.36839e-07
7310000	0.744095	0.731	0.731	-0.0179134	-1.36651e-07
7320000	0.745287	0.732	0.732	-0.0181513	-1.36463e-07
7330000	0.746479	0.733	0.733	-0.0183886	-1.36277e-07
7340000	0.747671	0.734	0.734	-0.0186253	-1.3609e-07
7350000	0.748863	0.735	0.735	-0.0188613	-1.35904e-07
7360000	0.750055	0.736	0.736	-0.0190966	-1.35719e-07
7370000	0.751247	0.737	0.737	-0.0193314	-1.35534e-07
7380000	0.752439	0.738	0.738	-0.0195655	-1.3535e-07
7390000	0.753631	0.739	0.739	-0.0197989	-1.35166e-07
7400000	0.754824	0.74	0.74	-0.0200318	-1.34982e-07
7410000	0.756016	0.741	0.741	-0.020264	-1.348e-07
7420000	0.757208	0.742	0.742	-0.0204955	-1.34617e-07
7430000	0.7584	0.743	0.743	-0.0207265	-1.34435e-07
7440000	0.759592	0.744	0.744	-0.0209568	-1.34254e-07
7450000	0.760784	0.745	0.745	-0.0211865	-1.34073e-07
7460000	0.761976	0.746	0.746	-0.0214156	-1.33893e-07
7470000	0.763168	0.747	0.747	-0.0216441	-1.33713e-07
7480000	0.76436	0.748	0.748	-0.021872	-1.33533e-07
7490000	0.765552	0.749	0.749	-0.0220993	-1.33354e-07
7500000	0.766744	0.75	0.75	-0.0223259	-1.33176e-07
7510000	0.767937	0.751	0.751	-0.022552	-1.32998e-07
7520000	0.769129	0.752	0.752	-0.0227774	-1.3282e-07
7530000	0.770321	0.753	0.753	-0.0230023	-1.32643e-07
7540000	0.771513	0.754	0.754	-0.0232265	-1.32466e-07
7550000	0.772705	0.755	0.755	-0.0234502	-1.3229e-07
7560000	0.773897	0.756	0.756	-0.0236733	-1.32115e-07
7570000	0.775089	0.757	0.757	-0.0238958	-1.31939e-07
7580000	0.776281	0.758	0.758	-0.0241176	-1.31765e-07
7590000	0.777473	0.759	0.759	-0.024339	-1.3159e-07
7600000	0.778665	0.76	0.76	-0.0245597	-1.31416e-07
7610000	0.779857	0.761	0.761	-0.0247798	-1.31243e-07
7620000	0.78105	0.762	0.762	-0.0249994	-1.3107e-07
7630000	0.782242	0.763	0.763	-0.0252184	-1.30898e-07
7640000	0.783434	0.764	0.764	-0.0254368	-1.30726e-07
7650000	0.784626	0.765	0.765	-0.0256547	-1.30554e-07
7660000	0.785818	0.766	0.766	-0.025872	-1.30383e-07
7670000	0.78701	0.767	0.767	-0.0260887	-1.30212e-07
7680000	0.788202	0.768	0.768	-0.0263048	-1.30042e-07
7690000	0.789394	0.769	0.769	-0.0265204	-1.29872e-07
7700000	0.790586	0.77	0.77	-0.0267354	-1.29703e-07
7710000	0.791778	0.771	0.771	-0.0269499	-1.29534e-07
7720000	0.79297	0.772	0.772	-0.0271638	-1.29366e-07
7730000	0.794163	0.773	0.773	-0.0273772	-1.29197e-07
7740000	0.795355	0.774	0.774	-0.02759	-1.2903e-07
7750000	0.796547	0.775	0.775	-0.0278023	-1.28863e-07
7760000	0.797739	0.776	0.776	-0.028014	-1.28696e-07
7770000	0.798931	0.777	0.777	-0.0282252	-1.2853e-07
7780000	0.800123	0.778	0.778	-0.0284358	-1.28364e-07
7790000	0.801315	0.779	0.779	-0.0286459	-1.28198e-07
7800000	0.802507	0.78	0.78	-0.0288554	-1.28033e-07
7810000	0.803699	0.781	0.781	-0.0290644	-1.27869e-07
7820000	0.804891	0.782	0.782	-0.0292729	-1.27704e-07
7830000	0.806084	0.783	0.783	-0.0294808	-1.27541e-07
7840000	0.807276	0.784	0.784	-0.0296883	-1.27377e-07
7850000	0.808468	0.785	0.785	-0.0298951	-1.27214e-07
7860000	0.80966	0.786	0.786	-0.0301015	-1.27052e-07
7870000	0.810852	0.787	0.787	-0.0303073	-1.2689e-07
7880000	0.812044	0.788	0.788	-0.0305126	-1.26728e-07
7890000	0.813236	0.789	0.789	-0.0307174	-1.26567e-07
7900000	0.814428	0.79	0.79	-0.0309217	-1.26406e-07
7910000	0.81562	0.791	0.791	-0.0311255	-1.26245e-07
7920000	0.816812	0.792	0.792	-0.0313287	-1.26085e-07
7930000	0.818004	0.793	0.793	-0.0315314	-1.25926e-07
7940000	0.819197	0.794	0.794	-0.0317337	-1.25766e-07
7950000	0.820389	0.795	0.795	-0.0319354	-1.25608e-07
7960000	0.821581	0.796	0.796	-0.0321366	-1.25449e-07
7970000	0.822773	0.797	0.797	-0.0323373	-1.25291e-07
7980000	0.823965	0.798	0.798	-0.0325375	-1.25133e-07
7990000	0.825157	0.799	0.799	-0.0327372	-1.24976e-07
8000000	0.826349	0.8	0.8	-0.0329363	-1.24819e-07
8010000	0.827541	0.801	0.801	-0.033135	-1.24663e-07
8020000	0.828733	0.802	0.802	-0.0333332	-1.24507e-07
8030000	0.829925	0.803	0.803	-0.033531	-1.24351e-07
8040000	0.831117	0.804	0.804	-0.0337282	-1.24196e-07
8050000	0.83231	0.805	0.805	-0.0339249	-1.24041e-07
8060000	0.833502	0.806	0.806	-0.0341211	-1.23886e-07
8070000	0.834694	0.807	0.807	-0.0343169	-1.23732e-07
8080000	0.835886	0.808	0.808	-0.0345122	-1.23578e-07
8090000	0.837078	0.809	0.809	-0.0347069	-1.23425e-07
8100000	0.83827	0.81	0.81	-0.0349012	-1.23272e-07
8110000	0.839462	0.811	0.811	-0.0350951	-1.23119e-07
8120000	0.840654	0.812	0.812	-0.0352884	-1.22967e-07
8130000	0.841846	0.813	0.813	-0.0354813	-1.22815e-07
8140000	0.843038	0.814	0.814	-0.0356737	-1.22663e-07
8150000	0.84423	0.815	0.815	-0.0358656	-1.22512e-07
8160000	0.845423	0.816	0.816	-0.0360571	-1.22362e-07
8170000	0.846615	0.817	0.817	-0.0362481	-1.22211e-07
8180000	0.847807	0.818	0.818	-0.0364386	-1.22061e-07
8190000	0.848999	0.819	0.819	-0.0366286	-1.21911e-07
8200000	0.850191	0.82	0.82	-0.0368182	-1.21762e-07
8210000	0.851383	0.821	0.821	-0.0370073	-1.21613e-07
8220000	0.852575	0.822	0.822	-0.037196	-1.21465e-07
8230000	0.853767	0.823	0.823	-0.0373842	-1.21316e-07
8240000	0.854959	0.824	0.824	-0.037572	-1.21168e-07
8250000	0.856151	0.825	0.825	-0.0377593	-1.21021e-07
8260000	0.857343	0.826	0.826	-0.0379461	-1.20874e-07
8270000	0.858536	0.827	0.827	-0.0381325	-1.20727e-07
8280000	0.859728	0.828	0.828	-0.0383185	-1.20581e-07
8290000	0.86092	0.829	0.829	-0.0385039	-1.20434e-07
8300000	0.862112	0.83	0.83	-0.038689	-1.20289e-07
8310000	0.863304	0.831	0.831	-0.0388736	-1.20143e-07
8320000	0.864496	0.832	0.832	-0.0390578	-1.19998e-07
8330000	0.865688	0.833	0.833	-0.0392415	-1.19854e-07
8340000	0.86688	0.834	0.834	-0.0394247	-1.19709e-07
8350000	0.868072	0.835	0.835	-0.0396076	-1.19565e-07
8360000	0.869264	0.836	0.836	-0.03979	-1.19422e-07
8370000	0.870457	0.837	0.837	-0.0399719	-1.19278e-07
8380000	0.871649	0.838	0.838	-0.0401535	-1.19135e-07
8390000	0.872841	0.839	0.839	-0.0403346	-1.18993e-07
8400000	0.874033	0.84	0.84	-0.0405152	-1.1885e-07
8410000	0.875225	0.841	0.841	-0.0406955	-1.18709e-07
8420000	0.876417	0.842	0.842	-0.0408753	-1.18567e-07
8430000	0.877609	0.843	0.843	-0.0410547	-1.18426e-07
8440000	0.878801	0.844	0.844	-0.0412336	-1.18285e-07
8450000	0.879993	0.845	0.845	-0.0414121	-1.18144e-07
8460000	0.881185	0.846	0.846	-0.0415903	-1.18004e-07
8470000	0.882377	0.847	0.847	-0.0417679	-1.17864e-07
8480000	0.88357	0.848	0.848	-0.0419452	-1.17724e-07
8490000	0.884762	0.849	0.849	-0.0421221	-1.17585e-07
8500000	0.885954	0.85	0.85	-0.0422985	-1.17446e-07
8510000	0.887146	0.851	0.851	-0.0424745	-1.17307e-07
8520000	0.888338	0.852	0.852	-0.0426501	-1.17169e-07
8530000	0.88953	0.853	0.853	-0.0428253	-1.17031e-07
8540000	0.890722	0.854	0.854	-0.0430001	-1.16893e-07
8550000	0.891914	0.855	0.855	-0.0431745	-1.16756e-07
8560000	0.893106	0.856	0.856	-0.0433485	-1.16619e-07
