i	sum_f	sum_d	real	error_f	error_d
12820000	1.40094	1.282	1.282	-0.0927752	-7.79367e-08
12830000	1.40213	1.283	1.283	-0.0928526	-7.78764e-08
12840000	1.40332	1.284	1.284	-0.0929299	-7.78162e-08
12850000	1.40451	1.285	1.285	-0.0930071	-7.77561e-08
12860000	1.40571	1.286	1.286	-0.0930841	-7.76961e-08
12870000	1.4069	1.287	1.287	-0.093161	-7.76362e-08
12880000	1.40809	1.288	1.288	-0.0932379	-7.75763e-08
12890000	1.40928	1.289	1.289	-0.0933145	-7.75166e-08
12900000	1.41047	1.29	1.29	-0.0933911	-7.7457e-08
12910000	1.41167	1.291	1.291	-0.0934676	-7.73974e-08
12920000	1.41286	1.292	1.292	-0.0935439	-7.7338e-08
12930000	1.41405	1.293	1.293	-0.0936201	-7.72786e-08
12940000	1.41524	1.294	1.294	-0.0936962	-7.72193e-08
12950000	1.41644	1.295	1.295	-0.0937722	-7.71602e-08
12960000	1.41763	1.296	1.296	-0.0938481	-7.71011e-08
12970000	1.41882	1.297	1.297	-0.0939238	-7.70421e-08
12980000	1.42001	1.298	1.298	-0.0939994	-7.69832e-08
12990000	1.4212	1.299	1.299	-0.094075	-7.69244e-08
13000000	1.4224	1.3	1.3	-0.0941504	-7.68656e-08
13010000	1.42359	1.301	1.301	-0.0942256	-7.6807e-08
13020000	1.42478	1.302	1.302	-0.0943008	-7.67485e-08
13030000	1.42597	1.303	1.303	-0.0943759	-7.669e-08
13040000	1.42716	1.304	1.304	-0.0944508	-7.66316e-08
13050000	1.42836	1.305	1.305	-0.0945256	-7.65734e-08
13060000	1.42955	1.306	1.306	-0.0946003	-7.65152e-08
13070000	1.43074	1.307	1.307	-0.0946749	-7.64571e-08
13080000	1.43193	1.308	1.308	-0.0947494	-7.63991e-08
13090000	1.43312	1.309	1.309	-0.0948238	-7.63412e-08
13100000	1.43432	1.31	1.31	-0.094898	-7.62833e-08
13110000	1.43551	1.311	1.311	-0.0949722	-7.62256e-08
13120000	1.4367	1.312	1.312	-0.0950462	-7.61679e-08
13130000	1.43789	1.313	1.313	-0.0951201	-7.61104e-08
13140000	1.43908	1.314	1.314	-0.0951939	-7.60529e-08
13150000	1.44028	1.315	1.315	-0.0952676	-7.59955e-08
13160000	1.44147	1.316	1.316	-0.0953412	-7.59382e-08
13170000	1.44266	1.317	1.317	-0.0954146	-7.5881e-08
13180000	1.44385	1.318	1.318	-0.095488	-7.58239e-08
13190000	1.44505	1.319	1.319	-0.0955612	-7.57668e-08
13200000	1.44624	1.32	1.32	-0.0956343	-7.57099e-08
13210000	1.44743	1.321	1.321	-0.0957074	-7.5653e-08
13220000	1.44862	1.322	1.322	-0.0957803	-7.55962e-08
13230000	1.44981	1.323	1.323	-0.0958531	-7.55395e-08
13240000	1.45101	1.324	1.324	-0.0959258	-7.54829e-08
13250000	1.4522	1.325	1.325	-0.0959983	-7.54264e-08
13260000	1.45339	1.326	1.326	-0.0960708	-7.53699e-08
13270000	1.45458	1.327	1.327	-0.0961432	-7.53136e-08
13280000	1.45577	1.328	1.328	-0.0962154	-7.52573e-08
13290000	1.45697	1.329	1.329	-0.0962876	-7.52011e-08
13300000	1.45816	1.33	1.33	-0.0963596	-7.5145e-08
13310000	1.45935	1.331	1.331	-0.0964315	-7.5089e-08
13320000	1.46054	1.332	1.332	-0.0965033	-7.5033e-08
13330000	1.46173	1.333	1.333	-0.096575	-7.49772e-08
13340000	1.46293	1.334	1.334	-0.0966466	-7.49214e-08
13350000	1.46412	1.335	1.335	-0.0967181	-7.48657e-08
13360000	1.46531	1.336	1.336	-0.0967895	-7.48101e-08
13370000	1.4665	1.337	1.337	-0.0968608	-7.47546e-08
13380000	1.46769	1.338	1.338	-0.096932	-7.46992e-08
13390000	1.46889	1.339	1.339	-0.0970031	-7.46438e-08
13400000	1.47008	1.34	1.34	-0.097074	-7.45886e-08
13410000	1.47127	1.341	1.341	-0.0971449	-7.45334e-08
13420000	1.47246	1.342	1.342	-0.0972156	-7.44783e-08
13430000	1.47366	1.343	1.343	-0.0972863	-7.44233e-08
13440000	1.47485	1.344	1.344	-0.0973568	-7.43683e-08
13450000	1.47604	1.345	1.345	-0.0974272	-7.43135e-08
13460000	1.47723	1.346	1.346	-0.0974976	-7.42587e-08
13470000	1.47842	1.347	1.347	-0.0975678	-7.4204e-08
13480000	1.47962	1.348	1.348	-0.0976379	-7.41494e-08
13490000	1.48081	1.349	1.349	-0.0977079	-7.40948e-08
13500000	1.482	1.35	1.35	-0.0977779	-7.40404e-08
13510000	1.48319	1.351	1.351	-0.0978477	-7.3986e-08
13520000	1.48438	1.352	1.352	-0.0979174	-7.39317e-08
13530000	1.48558	1.353	1.353	-0.097987	-7.38775e-08
13540000	1.48677	1.354	1.354	-0.0980565	-7.38234e-08
13550000	1.48796	1.355	1.355	-0.0981259	-7.37693e-08
13560000	1.48915	1.356	1.356	-0.0981952	-7.37154e-08
13570000	1.49034	1.357	1.357	-0.0982644	-7.36615e-08
13580000	1.49154	1.358	1.358	-0.0983335	-7.36077e-08
13590000	1.49273	1.359	1.359	-0.0984025	-7.35539e-08
13600000	1.49392	1.36	1.36	-0.0984714	-7.35003e-08
13610000	1.49511	1.361	1.361	-0.0985401	-7.34467e-08
13620000	1.49631	1.362	1.362	-0.0986088	-7.33932e-08
13630000	1.4975	1.363	1.363	-0.0986774	-7.33398e-08
13640000	1.49869	1.364	1.364	-0.0987459	-7.32864e-08
13650000	1.49988	1.365	1.365	-0.0988143	-7.32332e-08
13660000	1.50107	1.366	1.366	-0.0988826	-7.318e-08
13670000	1.50227	1.367	1.367	-0.0989508	-7.31269e-08
13680000	1.50346	1.368	1.368	-0.0990188	-7.30739e-08
13690000	1.50465	1.369	1.369	-0.0990868	-7.30209e-08
13700000	1.50584	1.37	1.37	-0.0991547	-7.2968e-08
13710000	1.50703	1.371	1.371	-0.0992225	-7.29152e-08
13720000	1.50823	1.372	1.372	-0.0992902	-7.28625e-08
13730000	1.50942	1.373	1.373	-0.0993578	-7.28099e-08
13740000	1.51061	1.374	1.374	-0.0994253	-7.27573e-08
13750000	1.5118	1.375	1.375	-0.0994927	-7.27048e-08
13760000	1.51299	1.376	1.376	-0.09956	-7.26524e-08
13770000	1.51419	1.377	1.377	-0.0996272	-7.26001e-08
13780000	1.51538	1.378	1.378	-0.0996943	-7.25478e-08
13790000	1.51657	1.379	1.379	-0.0997613	-7.24956e-08
13800000	1.51776	1.38	1.38	-0.0998282	-7.24435e-08
13810000	1.51895	1.381	1.381	-0.099895	-7.23915e-08
13820000	1.52015	1.382	1.382	-0.0999617	-7.23395e-08
13830000	1.52134	1.383	1.383	-0.100028	-7.22876e-08
13840000	1.52253	1.384	1.384	-0.100095	-7.22358e-08
13850000	1.52372	1.385	1.385	-0.100161	-7.21841e-08
13860000	1.52492	1.386	1.386	-0.100228	-7.21324e-08
13870000	1.52611	1.387	1.387	-0.100294	-7.20808e-08
13880000	1.5273	1.388	1.388	-0.10036	-7.20293e-08
13890000	1.52849	1.389	1.389	-0.100426	-7.19779e-08
13900000	1.52968	1.39	1.39	-0.100492	-7.19265e-08
13910000	1.53088	1.391	1.391	-0.100558	-7.18752e-08
13920000	1.53207	1.392	1.392	-0.100624	-7.1824e-08
13930000	1.53326	1.393	1.393	-0.100689	-7.17729e-08
13940000	1.53445	1.394	1.394	-0.100755	-7.17218e-08
13950000	1.53564	1.395	1.395	-0.10082	-7.16708e-08
13960000	1.53684	1.396	1.396	-0.100886	-7.16199e-08
13970000	1.53803	1.397	1.397	-0.100951	-7.15691e-08
13980000	1.53922	1.398	1.398	-0.101016	-7.15183e-08
13990000	1.54041	1.399	1.399	-0.101081	-7.14676e-08
14000000	1.5416	1.4	1.4	-0.101146	-7.14169e-08
14010000	1.5428	1.401	1.401	-0.101211	-7.13664e-08
14020000	1.54399	1.402	1.402	-0.101276	-7.13159e-08
14030000	1.54518	1.403	1.403	-0.101341	-7.12655e-08
14040000	1.54637	1.404	1.404	-0.101405	-7.12151e-08
14050000	1.54757	1.405	1.405	-0.10147	-7.11649e-08
14060000	1.54876	1.406	1.406	-0.101534	-7.11147e-08
14070000	1.54995	1.407	1.407	-0.101599	-7.10645e-08
14080000	1.55114	1.408	1.408	-0.101663	-7.10145e-08
14090000	1.55233	1.409	1.409	-0.101727	-7.09645e-08
14100000	1.55353	1.41	1.41	-0.101791	-7.09146e-08
14110000	1.55472	1.411	1.411	-0.101855	-7.08647e-08
14120000	1.55591	1.412	1.412	-0.101919	-7.0815e-08
14130000	1.5571	1.413	1.413	-0.101983	-7.07653e-08
14140000	1.55829	1.414	1.414	-0.102047	-7.07156e-08
14150000	1.55949	1.415	1.415	-0.10211	-7.06661e-08
14160000	1.56068	1.416	1.416	-0.102174	-7.06166e-08
14170000	1.56187	1.417	1.417	-0.102237	-7.05671e-08
14180000	1.56306	1.418	1.418	-0.102301	-7.05178e-08
14190000	1.56425	1.419	1.419	-0.102364	-7.04685e-08
14200000	1.56545	1.42	1.42	-0.102427	-7.04193e-08
14210000	1.56664	1.421	1.421	-0.10249	-7.03701e-08
14220000	1.56783	1.422	1.422	-0.102553	-7.03211e-08
14230000	1.56902	1.423	1.423	-0.102616	-7.02721e-08
14240000	1.57021	1.424	1.424	-0.102679	-7.02231e-08
14250000	1.57141	1.425	1.425	-0.102742	-7.01743e-08
14260000	1.5726	1.426	1.426	-0.102804	-7.01255e-08
14270000	1.57379	1.427	1.427	-0.102867	-7.00767e-08
14280000	1.57498	1.428	1.428	-0.10293	-7.00281e-08
14290000	1.57618	1.429	1.429	-0.102992	-6.99795e-08
14300000	1.57737	1.43	1.43	-0.103054	-6.99309e-08
14310000	1.57856	1.431	1.431	-0.103116	-6.98825e-08
14320000	1.57975	1.432	1.432	-0.103179	-6.98341e-08
14330000	1.58094	1.433	1.433	-0.103241	-6.97858e-08
14340000	1.58214	1.434	1.434	-0.103303	-6.97375e-08
14350000	1.58333	1.435	1.435	-0.103364	-6.96893e-08
14360000	1.58452	1.436	1.436	-0.103426	-6.96412e-08
14370000	1.58571	1.437	1.437	-0.103488	-6.95931e-08
14380000	1.5869	1.438	1.438	-0.10355	-6.95451e-08
14390000	1.5881	1.439	1.439	-0.103611	-6.94972e-08
14400000	1.58929	1.44	1.44	-0.103673	-6.94494e-08
14410000	1.59048	1.441	1.441	-0.103734	-6.94016e-08
14420000	1.59167	1.442	1.442	-0.103795	-6.93538e-08
14430000	1.59286	1.443	1.443	-0.103856	-6.93062e-08
14440000	1.59406	1.444	1.444	-0.103917	-6.92586e-08
14450000	1.59525	1.445	1.445	-0.103979	-6.92111e-08
14460000	1.59644	1.446	1.446	-0.104039	-6.91636e-08
14470000	1.59763	1.447	1.447	-0.1041	-6.91162e-08
14480000	1.59883	1.448	1.448	-0.104161	-6.90689e-08
14490000	1.60002	1.449	1.449	-0.104222	-6.90216e-08
14500000	1.60121	1.45	1.45	-0.104282	-6.89744e-08
14510000	1.6024	1.451	1.451	-0.104343	-6.89273e-08
14520000	1.60359	1.452	1.452	-0.104403	-6.88802e-08
14530000	1.60479	1.453	1.453	-0.104464	-6.88332e-08
14540000	1.60598	1.454	1.454	-0.104524	-6.87863e-08
14550000	1.60717	1.455	1.455	-0.104584	-6.87394e-08
14560000	1.60836	1.456	1.456	-0.104644	-6.86926e-08
14570000	1.60955	1.457	1.457	-0.104704	-6.86458e-08
14580000	1.61075	1.458	1.458	-0.104764	-6.85992e-08
14590000	1.61194	1.459	1.459	-0.104824	-6.85525e-08
14600000	1.61313	1.46	1.46	-0.104884	-6.8506e-08
14610000	1.61432	1.461	1.461	-0.104943	-6.84595e-08
14620000	1.61551	1.462	1.462	-0.105003	-6.84131e-08
14630000	1.61671	1.463	1.463	-0.105063	-6.83667e-08
14640000	1.6179	1.464	1.464	-0.105122	-6.83204e-08
14650000	1.61909	1.465	1.465	-0.105181	-6.82742e-08
14660000	1.62028	1.466	1.466	-0.105241	-6.8228e-08
14670000	1.62147	1.467	1.467	-0.1053	-6.81819e-08
14680000	1.62267	1.468	1.468	-0.105359	-6.81358e-08
14690000	1.62386	1.469	1.469	-0.105418	-6.80899e-08
14700000	1.62505	1.47	1.47	-0.105477	-6.80439e-08
14710000	1.62624	1.471	1.471	-0.105536	-6.79981e-08
14720000	1.62744	1.472	1.472	-0.105595	-6.79523e-08
14730000	1.62863	1.473	1.473	-0.105653	-6.79065e-08
14740000	1.62982	1.474	1.474	-0.105712	-6.78609e-08
14750000	1.63101	1.475	1.475	-0.105771	-6.78153e-08
14760000	1.6322	1.476	1.476	-0.105829	-6.77697e-08
14770000	1.6334	1.477	1.477	-0.105888	-6.77242e-08
14780000	1.63459	1.478	1.478	-0.105946	-6.76788e-08
14790000	1.63578	1.479	1.479	-0.106004	-6.76334e-08
14800000	1.63697	1.48	1.48	-0.106062	-6.75881e-08
14810000	1.63816	1.481	1.481	-0.10612	-6.75429e-08
14820000	1.63936	1.482	1.482	-0.106178	-6.74977e-08
14830000	1.64055	1.483	1.483	-0.106236	-6.74526e-08
14840000	1.64174	1.484	1.484	-0.106294	-6.74075e-08
14850000	1.64293	1.485	1.485	-0.106352	-6.73625e-08
14860000	1.64412	1.486	1.486	-0.10641	-6.73176e-08
14870000	1.64532	1.487	1.487	-0.106467	-6.72727e-08
14880000	1.64651	1.488	1.488	-0.106525	-6.72279e-08
14890000	1.6477	1.489	1.489	-0.106582	-6.71831e-08
14900000	1.64889	1.49	1.49	-0.10664	-6.71384e-08
14910000	1.65009	1.491	1.491	-0.106697	-6.70938e-08
14920000	1.65128	1.492	1.492	-0.106754	-6.70492e-08
14930000	1.65247	1.493	1.493	-0.106811	-6.70047e-08
14940000	1.65366	1.494	1.494	-0.106868	-6.69602e-08
14950000	1.65485	1.495	1.495	-0.106925	-6.69158e-08
14960000	1.65605	1.496	1.496	-0.106982	-6.68715e-08
14970000	1.65724	1.497	1.497	-0.107039	-6.68272e-08
14980000	1.65843	1.498	1.498	-0.107096	-6.6783e-08
14990000	1.65962	1.499	1.499	-0.107153	-6.67388e-08
15000000	1.66081	1.5	1.5	-0.107209	-6.66947e-08
15010000	1.66201	1.501	1.501	-0.107266	-6.66507e-08
15020000	1.6632	1.502	1.502	-0.107322	-6.66067e-08
15030000	1.66439	1.503	1.503	-0.107379	-6.65628e-08
15040000	1.66558	1.504	1.504	-0.107435	-6.65189e-08
15050000	1.66677	1.505	1.505	-0.107491	-6.64751e-08
15060000	1.66797	1.506	1.506	-0.107548	-6.64313e-08
15070000	1.66916	1.507	1.507	-0.107604	-6.63877e-08
15080000	1.67035	1.508	1.508	-0.10766	-6.6344e-08
15090000	1.67154	1.509	1.509	-0.107716	-6.63004e-08
15100000	1.67273	1.51	1.51	-0.107772	-6.62569e-08
15110000	1.67393	1.511	1.511	-0.107827	-6.62135e-08
15120000	1.67512	1.512	1.512	-0.107883	-6.617e-08
15130000	1.67631	1.513	1.513	-0.107939	-6.61267e-08
15140000	1.6775	1.514	1.514	-0.107994	-6.60834e-08
15150000	1.6787	1.515	1.515	-0.10805	-6.60402e-08
15160000	1.67989	1.516	1.516	-0.108105	-6.5997e-08
15170000	1.68108	1.517	1.517	-0.108161	-6.59539e-08
15180000	1.68227	1.518	1.518	-0.108216	-6.59108e-08
15190000	1.68346	1.519	1.519	-0.108271	-6.58678e-08
15200000	1.68466	1.52	1.52	-0.108326	-6.58249e-08
15210000	1.68585	1.521	1.521	-0.108381	-6.5782e-08
15220000	1.68704	1.522	1.522	-0.108436	-6.57391e-08
15230000	1.68823	1.523	1.523	-0.108491	-6.56963e-08
15240000	1.68942	1.524	1.524	-0.108546	-6.56536e-08
15250000	1.69062	1.525	1.525	-0.108601	-6.5611e-08
15260000	1.69181	1.526	1.526	-0.108656	-6.55683e-08
15270000	1.693	1.527	1.527	-0.10871	-6.55258e-08
15280000	1.69419	1.528	1.528	-0.108765	-6.54833e-08
15290000	1.69538	1.529	1.529	-0.108819	-6.54408e-08
15300000	1.69658	1.53	1.53	-0.108874	-6.53984e-08
15310000	1.69777	1.531	1.531	-0.108928	-6.53561e-08
15320000	1.69896	1.532	1.532	-0.108982	-6.53138e-08
15330000	1.70015	1.533	1.533	-0.109037	-6.52716e-08
15340000	1.70135	1.534	1.534	-0.109091	-6.52294e-08
15350000	1.70254	1.535	1.535	-0.109145	-6.51873e-08
15360000	1.70373	1.536	1.536	-0.109199	-6.51453e-08
15370000	1.70492	1.537	1.537	-0.109253	-6.51033e-08
15380000	1.70611	1.538	1.538	-0.109307	-6.50613e-08
15390000	1.70731	1.539	1.539	-0.10936	-6.50194e-08
15400000	1.7085	1.54	1.54	-0.109414	-6.49776e-08
15410000	1.70969	1.541	1.541	-0.109468	-6.49358e-08
15420000	1.71088	1.542	1.542	-0.109521	-6.48941e-08
15430000	1.71207	1.543	1.543	-0.109575	-6.48524e-08
15440000	1.71327	1.544	1.544	-0.109628	-6.48107e-08
15450000	1.71446	1.545	1.545	-0.109682	-6.47692e-08
15460000	1.71565	1.546	1.546	-0.109735	-6.47277e-08
15470000	1.71684	1.547	1.547	-0.109788	-6.46862e-08
15480000	1.71803	1.548	1.548	-0.109841	-6.46448e-08
15490000	1.71923	1.549	1.549	-0.109895	-6.46034e-08
15500000	1.72042	1.55	1.55	-0.109948	-6.45621e-08
15510000	1.72161	1.551	1.551	-0.110001	-6.45209e-08
15520000	1.7228	1.552	1.552	-0.110053	-6.44797e-08
15530000	1.72399	1.553	1.553	-0.110106	-6.44385e-08
15540000	1.72519	1.554	1.554	-0.110159	-6.43974e-08
15550000	1.72638	1.555	1.555	-0.110212	-6.43564e-08
15560000	1.72757	1.556	1.556	-0.110264	-6.43154e-08
15570000	1.72876	1.557	1.557	-0.110317	-6.42745e-08
15580000	1.72996	1.558	1.558	-0.110369	-6.42336e-08
15590000	1.73115	1.559	1.559	-0.110422	-6.41928e-08
15600000	1.73234	1.56	1.56	-0.110474	-6.4152e-08
15610000	1.73353	1.561	1.561	-0.110526	-6.41113e-08
15620000	1.73472	1.562	1.562	-0.110579	-6.40706e-08
15630000	1.73592	1.563	1.563	-0.110631	-6.403e-08
15640000	1.73711	1.564	1.564	-0.110683	-6.39894e-08
15650000	1.7383	1.565	1.565	-0.110735	-6.39489e-08
15660000	1.73949	1.566	1.566	-0.110787	-6.39085e-08
15670000	1.74068	1.567	1.567	-0.110839	-6.3868e-08
15680000	1.74188	1.568	1.568	-0.110891	-6.38277e-08
15690000	1.74307	1.569	1.569	-0.110942	-6.37874e-08
15700000	1.74426	1.57	1.57	-0.110994	-6.37471e-08
15710000	1.74545	1.571	1.571	-0.111046	-6.37069e-08
15720000	1.74664	1.572	1.572	-0.111097	-6.36668e-08
15730000	1.74784	1.573	1.573	-0.111149	-6.36267e-08
15740000	1.74903	1.574	1.574	-0.1112	-6.35866e-08
15750000	1.75022	1.575	1.575	-0.111251	-6.35466e-08
15760000	1.75141	1.576	1.576	-0.111303	-6.35066e-08
15770000	1.75261	1.577	1.577	-0.111354	-6.34667e-08
15780000	1.7538	1.578	1.578	-0.111405	-6.34269e-08
15790000	1.75499	1.579	1.579	-0.111456	-6.33871e-08
15800000	1.75618	1.58	1.58	-0.111507	-6.33474e-08
15810000	1.75737	1.581	1.581	-0.111558	-6.33077e-08
15820000	1.75857	1.582	1.582	-0.111609	-6.3268e-08
15830000	1.75976	1.583	1.583	-0.11166	-6.32284e-08
15840000	1.76095	1.584	1.584	-0.111711	-6.31889e-08
15850000	1.76214	1.585	1.585	-0.111761	-6.31494e-08
15860000	1.76333	1.586	1.586	-0.111812	-6.31099e-08
15870000	1.76453	1.587	1.587	-0.111863	-6.30705e-08
15880000	1.76572	1.588	1.588	-0.111913	-6.30312e-08
15890000	1.76691	1.589	1.589	-0.111964	-6.29919e-08
15900000	1.7681	1.59	1.59	-0.112014	-6.29526e-08
15910000	1.76929	1.591	1.591	-0.112064	-6.29134e-08
15920000	1.77049	1.592	1.592	-0.112115	-6.28743e-08
15930000	1.77168	1.593	1.593	-0.112165	-6.28352e-08
15940000	1.77287	1.594	1.594	-0.112215	-6.27961e-08
15950000	1.77406	1.595	1.595	-0.112265	-6.27571e-08
15960000	1.77525	1.596	1.596	-0.112315	-6.27181e-08
15970000	1.77645	1.597	1.597	-0.112365	-6.26792e-08
15980000	1.77764	1.598	1.598	-0.112415	-6.26404e-08
15990000	1.77883	1.599	1.599	-0.112465	-6.26016e-08
16000000	1.78002	1.6	1.6	-0.112515	-6.25628e-08
16010000	1.78122	1.601	1.601	-0.112564	-6.25241e-08
16020000	1.78241	1.602	1.602	-0.112614	-6.24854e-08
16030000	1.7836	1.603	1.603	-0.112664	-6.24468e-08
16040000	1.78479	1.604	1.604	-0.112713	-6.24082e-08
16050000	1.78598	1.605	1.605	-0.112762	-6.23697e-08
16060000	1.78718	1.606	1.606	-0.112812	-6.23313e-08
16070000	1.78837	1.607	1.607	-0.112861	-6.22928e-08
16080000	1.78956	1.608	1.608	-0.11291	-6.22545e-08
16090000	1.79075	1.609	1.609	-0.11296	-6.22161e-08
16100000	1.79194	1.61	1.61	-0.113009	-6.21778e-08
16110000	1.79314	1.611	1.611	-0.113058	-6.21396e-08
16120000	1.79433	1.612	1.612	-0.113107	-6.21014e-08
16130000	1.79552	1.613	1.613	-0.113156	-6.20633e-08
16140000	1.79671	1.614	1.614	-0.113205	-6.20252e-08
16150000	1.7979	1.615	1.615	-0.113254	-6.19872e-08
16160000	1.7991	1.616	1.616	-0.113302	-6.19492e-08
16170000	1.80029	1.617	1.617	-0.113351	-6.19112e-08
16180000	1.80148	1.618	1.618	-0.1134	-6.18733e-08
16190000	1.80267	1.619	1.619	-0.113448	-6.18354e-08
16200000	1.80387	1.62	1.62	-0.113497	-6.17976e-08
16210000	1.80506	1.621	1.621	-0.113546	-6.17599e-08
16220000	1.80625	1.622	1.622	-0.113594	-6.17222e-08
16230000	1.80744	1.623	1.623	-0.113642	-6.16845e-08
16240000	1.80863	1.624	1.624	-0.113691	-6.16469e-08
16250000	1.80983	1.625	1.625	-0.113739	-6.16093e-08
16260000	1.81102	1.626	1.626	-0.113787	-6.15718e-08
16270000	1.81221	1.627	1.627	-0.113835	-6.15343e-08
16280000	1.8134	1.628	1.628	-0.113883	-6.14968e-08
16290000	1.81459	1.629	1.629	-0.113931	-6.14594e-08
16300000	1.81579	1.63	1.63	-0.113979	-6.14221e-08
16310000	1.81698	1.631	1.631	-0.114027	-6.13848e-08
16320000	1.81817	1.632	1.632	-0.114075	-6.13475e-08
16330000	1.81936	1.633	1.633	-0.114123	-6.13103e-08
16340000	1.82055	1.634	1.634	-0.11417	-6.12732e-08
16350000	1.82175	1.635	1.635	-0.114218	-6.1236e-08
16360000	1.82294	1.636	1.636	-0.114266	-6.1199e-08
16370000	1.82413	1.637	1.637	-0.114313	-6.11619e-08
16380000	1.82532	1.638	1.638	-0.114361	-6.1125e-08
16390000	1.82651	1.639	1.639	-0.114408	-6.1088e-08
16400000	1.82771	1.64	1.64	-0.114456	-6.10511e-08
16410000	1.8289	1.641	1.641	-0.114503	-6.10143e-08
16420000	1.83009	1.642	1.642	-0.11455	-6.09775e-08
16430000	1.83128	1.643	1.643	-0.114597	-6.09407e-08
16440000	1.83248	1.644	1.644	-0.114644	-6.0904e-08
16450000	1.83367	1.645	1.645	-0.114691	-6.08673e-08
16460000	1.83486	1.646	1.646	-0.114739	-6.08307e-08
16470000	1.83605	1.647	1.647	-0.114785	-6.07941e-08
16480000	1.83724	1.648	1.648	-0.114832	-6.07576e-08
16490000	1.83844	1.649	1.649	-0.114879	-6.07211e-08
16500000	1.83963	1.65	1.65	-0.114926	-6.06847e-08
16510000	1.84082	1.651	1.651	-0.114973	-6.06483e-08
16520000	1.84201	1.652	1.652	-0.115019	-6.06119e-08
16530000	1.8432	1.653	1.653	-0.115066	-6.05756e-08
16540000	1.8444	1.654	1.654	-0.115113	-6.05393e-08
16550000	1.84559	1.655	1.655	-0.115159	-6.05031e-08
16560000	1.84678	1.656	1.656	-0.115206	-6.04669e-08
16570000	1.84797	1.657	1.657	-0.115252	-6.04308e-08
16580000	1.84916	1.658	1.658	-0.115298	-6.03947e-08
16590000	1.85036	1.659	1.659	-0.115345	-6.03586e-08
16600000	1.85155	1.66	1.66	-0.115391	-6.03226e-08
16610000	1.85274	1.661	1.661	-0.115437	-6.02866e-08
16620000	1.85393	1.662	1.662	-0.115483	-6.02507e-08
16630000	1.85513	1.663	1.663	-0.115529	-6.02148e-08
16640000	1.85632	1.664	1.664	-0.115575	-6.0179e-08
16650000	1.85751	1.665	1.665	-0.115621	-6.01432e-08
16660000	1.8587	1.666	1.666	-0.115667	-6.01075e-08
16670000	1.85989	1.667	1.667	-0.115713	-6.00718e-08
16680000	1.86109	1.668	1.668	-0.115759	-6.00361e-08
16690000	1.86228	1.669	1.669	-0.115805	-6.00005e-08
16700000	1.86347	1.67	1.67	-0.11585	-5.99649e-08
16710000	1.86466	1.671	1.671	-0.115896	-5.99294e-08
16720000	1.86585	1.672	1.672	-0.115941	-5.98939e-08
16730000	1.86705	1.673	1.673	-0.115987	-5.98584e-08
16740000	1.86824	1.674	1.674	-0.116032	-5.9823e-08
16750000	1.86943	1.675	1.675	-0.116078	-5.97876e-08
16760000	1.87062	1.676	1.676	-0.116123	-5.97523e-08
16770000	1.87181	1.677	1.677	-0.116168	-5.9717e-08
16780000	1.87301	1.678	1.678	-0.116214	-5.96818e-08
16790000	1.8742	1.679	1.679	-0.116259	-5.96466e-08
16800000	1.87539	1.68	1.68	-0.116304	-5.96114e-08
16810000	1.87658	1.681	1.681	-0.116349	-5.95763e-08
16820000	1.87777	1.682	1.682	-0.116394	-5.95412e-08
16830000	1.87897	1.683	1.683	-0.116439	-5.95062e-08
16840000	1.88016	1.684	1.684	-0.116484	-5.94712e-08
16850000	1.88135	1.685	1.685	-0.116529	-5.94363e-08
16860000	1.88254	1.686	1.686	-0.116574	-5.94014e-08
16870000	1.88374	1.687	1.687	-0.116619	-5.93665e-08
16880000	1.88493	1.688	1.688	-0.116663	-5.93317e-08
16890000	1.88612	1.689	1.689	-0.116708	-5.92969e-08
16900000	1.88731	1.69	1.69	-0.116752	-5.92622e-08
16910000	1.8885	1.691	1.691	-0.116797	-5.92275e-08
16920000	1.8897	1.692	1.692	-0.116842	-5.91928e-08
16930000	1.89089	1.693	1.693	-0.116886	-5.91582e-08
16940000	1.89208	1.694	1.694	-0.11693	-5.91236e-08
16950000	1.89327	1.695	1.695	-0.116975	-5.90891e-08
16960000	1.89446	1.696	1.696	-0.117019	-5.90546e-08
16970000	1.89566	1.697	1.697	-0.117063	-5.90201e-08
16980000	1.89685	1.698	1.698	-0.117107	-5.89857e-08
16990000	1.89804	1.699	1.699	-0.117152	-5.89513e-08
17000000	1.89923	1.7	1.7	-0.117196	-5.8917e-08
17010000	1.90042	1.701	1.701	-0.11724	-5.88827e-08
17020000	1.90162	1.702	1.702	-0.117284	-5.88484e-08
17030000	1.90281	1.703	1.703	-0.117328	-5.88142e-08
17040000	1.904	1.704	1.704	-0.117371	-5.87801e-08
17050000	1.90519	1.705	1.705	-0.117415	-5.87459e-08
17060000	1.90639	1.706	1.706	-0.117459	-5.87118e-08
17070000	1.90758	1.707	1.707	-0.117503	-5.86778e-08
17080000	1.90877	1.708	1.708	-0.117546	-5.86438e-08
17090000	1.90996	1.709	1.709	-0.11759	-5.86098e-08
17100000	1.91115	1.71	1.71	-0.117634	-5.85759e-08
17110000	1.91235	1.711	1.711	-0.117677	-5.8542e-08
17120000	1.91354	1.712	1.712	-0.117721	-5.85081e-08
17130000	1.91473	1.713	1.713	-0.117764	-5.84743e-08
17140000	1.91592	1.714	1.714	-0.117807	-5.84405e-08
17150000	1.91711	1.715	1.715	-0.117851	-5.84068e-08
